"Cod judet","Denumire judet","Tipul UAT
11 = CJ = Consiliu judetean
12 = M = Municipiu
13 = O  =  Oras
14 = C  = Comuna
15 = B  =  Primaria M. Buc.
16 = S  =  Primaria de sector al M. Buc.",,"Codul SIRUTA al UNITATILOR ADMINISTRATIV-TERITORIALE","DENUMIREA UNITĂŢILOR
ADMINISTRATIV-TERITORIALE",
,,,,,,
,,,,,,
,,"Cod","Nume",,,
"a","b","c","d","e","f","g"
33,"SALAJ",14,"C",140084,"PRIMARIA BABENI",
33,"SALAJ",14,"C",140146,"PRIMARIA BALAN",
33,"SALAJ",14,"C",140208,"PRIMARIA BANISOR",
33,"SALAJ",14,"C",140244,"PRIMARIA BENESAT",
33,"SALAJ",14,"C",140280,"PRIMARIA BOBOTA",
33,"SALAJ",14,"C",140324,"PRIMARIA BOCSA",
33,"SALAJ",14,"C",180037,"PRIMARIA BOGHIS",
33,"SALAJ",14,"C",140379,"PRIMARIA BUCIUMI",
33,"SALAJ",14,"C",140440,"PRIMARIA CAMAR",
33,"SALAJ",14,"C",140477,"PRIMARIA CARASTELEC",
33,"SALAJ",14,"C",140501,"PRIMARIA CHIESD",
33,"SALAJ",14,"C",140547,"PRIMARIA CIZER",
33,"SALAJ",14,"C",140583,"PRIMARIA COSEIU",
33,"SALAJ",14,"C",140627,"PRIMARIA CRASNA",
33,"SALAJ",14,"C",140672,"PRIMARIA CREACA",
33,"SALAJ",14,"C",140770,"PRIMARIA CRISTOLT",
33,"SALAJ",14,"C",140823,"PRIMARIA CRISENI",
33,"SALAJ",14,"C",140869,"PRIMARIA CUZAPLAC",
33,"SALAJ",14,"C",140958,"PRIMARIA DOBRIN",
33,"SALAJ",14,"C",141027,"PRIMARIA DRAGU",
33,"SALAJ",14,"C",141081,"PRIMARIA FILDU DE JOS",
33,"SALAJ",14,"C",141134,"PRIMARIA GALGAU",
33,"SALAJ",14,"C",141232,"PRIMARIA GARBOU",
33,"SALAJ",14,"C",141312,"PRIMARIA HALMASD",
33,"SALAJ",14,"C",141376,"PRIMARIA HERECLEAN",
33,"SALAJ",14,"C",141447,"PRIMARIA HIDA",
33,"SALAJ",14,"C",141535,"PRIMARIA HOROATU CRASNEI",
33,"SALAJ",14,"C",141580,"PRIMARIA ILEANDA",
33,"SALAJ",14,"C",141722,"PRIMARIA IP",
33,"SALAJ",14,"C",141786,"PRIMARIA LETCA",
33,"SALAJ",14,"C",141884,"PRIMARIA LOZNA",
33,"SALAJ",14,"C",141946,"PRIMARIA MARCA",
33,"SALAJ",14,"C",142006,"PRIMARIA MAERISTE",
33,"SALAJ",14,"C",142079,"PRIMARIA MESESENII DE JOS",
33,"SALAJ",14,"C",142122,"PRIMARIA MIRSID",
33,"SALAJ",14,"C",142177,"PRIMARIA NAPRADEA",
33,"SALAJ",14,"C",142239,"PRIMARIA NUSFALAU",
33,"SALAJ",14,"C",142284,"PRIMARIA PERICEI",
33,"SALAJ",14,"C",142337,"PRIMARIA PLOPIS",
33,"SALAJ",14,"C",142373,"PRIMARIA POIANA BLENCHII",
33,"SALAJ",14,"C",142426,"PRIMARIA ROMANASI",
33,"SALAJ",14,"C",142499,"PRIMARIA RUS",
33,"SALAJ",14,"C",142550,"PRIMARIA SALATIG",
33,"SALAJ",14,"C",179695,"PRIMARIA SIMISNA",
33,"SALAJ",14,"C",142612,"PRIMARIA SAG",
33,"SALAJ",14,"C",142676,"PRIMARIA SANMIHAIU ALMASULUI",
33,"SALAJ",14,"C",142710,"PRIMARIA SOMES ODORHEI",
33,"SALAJ",14,"C",142774,"PRIMARIA SURDUC",
33,"SALAJ",14,"C",142854,"PRIMARIA SAMSUD",
33,"SALAJ",14,"C",142881,"PRIMARIA SARMASAG",
33,"SALAJ",14,"C",179631,"PRIMARIA TREZNEA",
33,"SALAJ",14,"C",142952,"PRIMARIA VALCAUL DE JOS",
33,"SALAJ",14,"C",143021,"PRIMARIA VARSOLT",
33,"SALAJ",14,"C",143067,"PRIMARIA ZALHA",
33,"SALAJ",14,"C",143147,"PRIMARIA ZIMBOR",
34,"SIBIU",11,"CJ",323,"CONSILIUL JUDETEAN",
34,"SIBIU",12,"M",143450,"SIBIU",
34,"SIBIU",12,"M",143619,"MEDIAS",
34,"SIBIU",13,"O",143682,"AGNITA",
34,"SIBIU",13,"O",144054,"AVRIG",
34,"SIBIU",13,"O",143735,"CISNADIE",
34,"SIBIU",13,"O",143771,"COPSA MICA",
34,"SIBIU",13,"O",143806,"DUMBRAVENI",
34,"SIBIU",13,"O",144928,"MIERCUREA SIBIULUI",
34,"SIBIU",13,"O",143851,"OCNA SIBIULUI",
34,"SIBIU",13,"O",145499,"SALISTE",
34,"SIBIU",13,"O",145827,"TALMACIU",
34,"SIBIU",14,"C",146012,"ALMA",
34,"SIBIU",14,"C",143888,"ALTINA",
34,"SIBIU",14,"C",143922,"APOLDU DE JOS",
34,"SIBIU",14,"C",143959,"ARPASU DE JOS",
34,"SIBIU",14,"C",143995,"ATEL",
34,"SIBIU",14,"C",144116,"AXENTE SEVER",
34,"SIBIU",14,"C",144152,"BAZNA",
34,"SIBIU",14,"C",144198,"BIERTAN",
34,"SIBIU",14,"C",144232,"BIRGHIS",
34,"SIBIU",14,"C",144303,"BLAJEL",
34,"SIBIU",14,"C",146021,"BOITA",
34,"SIBIU",14,"C",144349,"BRATEIU",
34,"SIBIU",14,"C",144376,"BRADENI",
34,"SIBIU",14,"C",144410,"BRUIU",
34,"SIBIU",14,"C",144456,"CHIRPAR",
34,"SIBIU",14,"C",144508,"CIRTA",
34,"SIBIU",14,"C",144535,"CIRTISOARA",
34,"SIBIU",14,"C",143487,"CRISTIAN",
34,"SIBIU",14,"C",144553,"DIRLOS",
34,"SIBIU",14,"C",144599,"GURA RIULUI",
34,"SIBIU",14,"C",144615,"HOGHILAG",
34,"SIBIU",14,"C",144651,"IACOBENI",
34,"SIBIU",14,"C",144713,"JINA",
34,"SIBIU",14,"C",144731,"LASLEA",
34,"SIBIU",14,"C",144795,"LOAMNES",
34,"SIBIU",14,"C",144866,"LUDOS",
34,"SIBIU",14,"C",144893,"MARPOD",
34,"SIBIU",14,"C",144964,"MERGHINDEAL",
34,"SIBIU",14,"C",144991,"MICASASA",
34,"SIBIU",14,"C",145042,"MIHAILENI",
34,"SIBIU",14,"C",145104,"MOSNA",
34,"SIBIU",14,"C",145140,"NOCRICH",
34,"SIBIU",14,"C",145202,"ORLAT",
34,"SIBIU",14,"C",145220,"PAUCA",
34,"SIBIU",14,"C",145275,"POIANA SIBIULUI",
34,"SIBIU",14,"C",143502,"POPLACA",
34,"SIBIU",14,"C",145293,"PORUMBACU DE JOS",
34,"SIBIU",14,"C",145355,"RACOVITA",
34,"SIBIU",14,"C",143520,"RASINARI",
34,"SIBIU",14,"C",145382,"RIU SADULUI",
34,"SIBIU",14,"C",145408,"ROSIA",
34,"SIBIU",14,"C",145471,"SADU",
34,"SIBIU",14,"C",145603,"SLIMNIC",
34,"SIBIU",14,"C",145667,"SEICA MARE",
34,"SIBIU",14,"C",145738,"SEICA MICA",
34,"SIBIU",14,"C",143557,"SELIMBAR",
34,"SIBIU",14,"C",145765,"SURA MARE",
34,"SIBIU",14,"C",145792,"SURA MICA",
34,"SIBIU",14,"C",145907,"TILISCA",
34,"SIBIU",14,"C",143646,"TIRNAVA",
34,"SIBIU",14,"C",145934,"TURNU ROSU",
34,"SIBIU",14,"C",145961,"VALEA VIILOR",
34,"SIBIU",14,"C",145998,"VURPAR",
35,"SUCEAVA",11,"CJ",332,"CONSILIUL JUDETEAN",
35,"SUCEAVA",12,"M",146502,"CIMPULUNG MOLDOVENESC",
35,"SUCEAVA",12,"M",146539,"FALTICENI",
35,"SUCEAVA",12,"M",146628,"RADAUTI",
35,"SUCEAVA",12,"M",146263,"SUCEAVA",
35,"SUCEAVA",12,"M",146744,"VATRA DORNEI",
35,"SUCEAVA",13,"O",147358,"BROSTENI",
35,"SUCEAVA",13,"O",147633,"CAJVANA",
35,"SUCEAVA",13,"O",148006,"DOLHASCA",
35,"SUCEAVA",13,"O",148612,"FRASIN",
35,"SUCEAVA",13,"O",146584,"GURA HUMORULUI",
35,"SUCEAVA",13,"O",149227,"LITENI",
35,"SUCEAVA",13,"O",146931,"MILISAUTI",
35,"SUCEAVA",13,"O",146370,"SALCEA",
35,"SUCEAVA",13,"O",146655,"SIRET",
35,"SUCEAVA",13,"O",146708,"SOLCA",
35,"SUCEAVA",13,"O",151095,"VICOVU DE SUS",
35,"SUCEAVA",14,"C",146799,"ADINCATA",
35,"SUCEAVA",14,"C",146860,"ARBORE",
35,"SUCEAVA",14,"C",146904,"BAIA",
35,"SUCEAVA",14,"C",151530,"BALACEANA",
35,"SUCEAVA",14,"C",146995,"BALCAUTI",
35,"SUCEAVA",14,"C",151576,"BERCHISESTI",
35,"SUCEAVA",14,"C",147036,"BILCA",
35,"SUCEAVA",14,"C",147054,"BOGDANESTI",
35,"SUCEAVA",14,"C",147072,"BOROAIA",
35,"SUCEAVA",14,"C",147134,"BOSANCI",
35,"SUCEAVA",14,"C",147161,"BOTOSANA",
35,"SUCEAVA",14,"C",147205,"BREAZA",
35,"SUCEAVA",14,"C",147241,"BRODINA",
35,"SUCEAVA",14,"C",147465,"BUNESTI",
35,"SUCEAVA",14,"C",151521,"BURLA",
35,"SUCEAVA",14,"C",147526,"CACICA",
35,"SUCEAVA",14,"C",147580,"CALAFINDESTI",
35,"SUCEAVA",14,"C",151503,"CAPU CIMPULUI",
35,"SUCEAVA",14,"C",151451,"CIOCANESTI",
35,"SUCEAVA",14,"C",151567,"CIPRIAN PORUMBESCU",
35,"SUCEAVA",14,"C",147713,"CIRLIBABA",
35,"SUCEAVA",14,"C",151433,"COMANESTI",
35,"SUCEAVA",14,"C",147786,"CORNU LUNCII",
35,"SUCEAVA",14,"C",151497,"COSNA",
35,"SUCEAVA",14,"C",147884,"CRUCEA",
35,"SUCEAVA",14,"C",147937,"DARMANESTI",
35,"SUCEAVA",14,"C",148097,"DOLHESTI",
35,"SUCEAVA",14,"C",148131,"DORNA ARINI",
35,"SUCEAVA",14,"C",148202,"DORNA CANDRENI",
35,"SUCEAVA",14,"C",148293,"DORNESTI",
35,"SUCEAVA",14,"C",148328,"DRAGOIESTI",
35,"SUCEAVA",14,"C",148382,"DRAGUSENI",
35,"SUCEAVA",14,"C",148426,"DUMBRAVENI",
35,"SUCEAVA",14,"C",151488,"FINTINA MARE",
35,"SUCEAVA",14,"C",148453,"FINTINELE",
35,"SUCEAVA",14,"C",148514,"FORASTI",
35,"SUCEAVA",14,"C",148667,"FRATAUTII NOI",
35,"SUCEAVA",14,"C",148694,"FRATAUTII VECHI",
35,"SUCEAVA",14,"C",148729,"FRUMOSU",
35,"SUCEAVA",14,"C",148765,"FUNDU MOLDOVEI",
35,"SUCEAVA",14,"C",148872,"GALANESTI",
35,"SUCEAVA",14,"C",148916,"GRAMESTI",
35,"SUCEAVA",14,"C",148970,"GRANICESTI",
35,"SUCEAVA",14,"C",151512,"HINTESTI",
35,"SUCEAVA",14,"C",151549," HIRTOP",
35,"SUCEAVA",14,"C",149101,"HORODNIC DE JOS",
35,"SUCEAVA",14,"C",151479,"HORODNIC DE SUS",
35,"SUCEAVA",14,"C",149049," HORODNICENI",
35,"SUCEAVA",14,"C",149138," IACOBENI",
35,"SUCEAVA",14,"C",151442," IASLOVAT",
35,"SUCEAVA",14,"C",147660," ILISESTI",
35,"SUCEAVA",14,"C",146281," IPOTESTI",
35,"SUCEAVA",14,"C",149183," IZVOARELE SUCEVEI",
35,"SUCEAVA",14,"C",149316," MALINI",
35,"SUCEAVA",14,"C",149370," MANASTIREA HUMORULUI",
35,"SUCEAVA",14,"C",149290," MARGINEA",
35,"SUCEAVA",14,"C",146325," MITOCUL DRAGOMIRNEI",
35,"SUCEAVA",14,"C",149414," MOARA",
35,"SUCEAVA",14,"C",149502," MOLDOVA SULITA",
35,"SUCEAVA",14,"C",149539," MOLDOVITA",
35,"SUCEAVA",14,"C",149584," MUSENITA",
35,"SUCEAVA",14,"C",149655," OSTRA",
35,"SUCEAVA",14,"C",149753," PALTINOASA",
35,"SUCEAVA",14,"C",149682," PANACI",
35,"SUCEAVA",14,"C",149833," PATRAUTI",
35,"SUCEAVA",14,"C",149780," PIRTESTII DE JOS",
35,"SUCEAVA",14,"C",149851," POIANA STAMPEI",
35,"SUCEAVA",14,"C",151585," POIENI-SOLCA",
35,"SUCEAVA",14,"C",149931," POJORITA",
35,"SUCEAVA",14,"C",149968," PREUTESTI",
35,"SUCEAVA",14,"C",150043," PUTNA",
35,"SUCEAVA",14,"C",150070," RADASENI",
35,"SUCEAVA",14,"C",150114," RISCA",
35,"SUCEAVA",14,"C",150178," SADOVA",
35,"SUCEAVA",14,"C",150445," SARU DORNEI",
35,"SUCEAVA",14,"C",150196," SATU MARE",
35,"SUCEAVA",14,"C",146432," SCHEIA",
35,"SUCEAVA",14,"C",151460," SERBAUTI",
35,"SUCEAVA",14,"C",150221," SIMINICEA",
35,"SUCEAVA",14,"C",150258," SLATINA",
35,"SUCEAVA",14,"C",150294," STRAJA",
35,"SUCEAVA",14,"C",150310," STROIESTI",
35,"SUCEAVA",14,"C",150356," STULPICANI",
35,"SUCEAVA",14,"C",150418," SUCEVITA",
35,"SUCEAVA",14,"C",150524," TODIRESTI",
35,"SUCEAVA",14,"C",150588," UDESTI",
35,"SUCEAVA",14,"C",150702," ULMA",
35,"SUCEAVA",14,"C",150766," VADU MOLDOVEI",
35,"SUCEAVA",14,"C",150891," VALEA MOLDOVEI",
35,"SUCEAVA",14,"C",150935," VAMA",
35,"SUCEAVA",14,"C",150980," VATRA MOLDOVITEI",
35,"SUCEAVA",14,"C",151022,"VERESTI",
35,"SUCEAVA",14,"C",151077," VICOVU DE JOS",
35,"SUCEAVA",14,"C",151558," VOITINEL",
35,"SUCEAVA",14,"C",151120," VOLOVAT",
35,"SUCEAVA",14,"C",151157," VULTURESTI",
35,"SUCEAVA",14,"C",151246," ZAMOSTEA",
35,"SUCEAVA",14,"C",151344," ZVORISTEA",
36,"TELEORMAN",11,"CJ",341,"CONSILIUL JUDETEAN",
36,"TELEORMAN",12,"M",151790,"ALEXANDRIA",
36,"TELEORMAN",12,"M",151683,"TURNU MAGURELE",
36,"TELEORMAN",12,"M",151870,"ROSIORI DE VEDE",
36,"TELEORMAN",13,"O",151978,"ZIMNICEA",
36,"TELEORMAN",13,"O",151905,"VIDELE",
36,"TELEORMAN",14,"C",152038,"BABAITA",
36,"TELEORMAN",14,"C",151996,"BALACI",
36,"TELEORMAN",14,"C",155083,"BECIU",
36,"TELEORMAN",14,"C",155092,"BEUCA",
36,"TELEORMAN",14,"C",152083,"BLEJESTI",
36,"TELEORMAN",14,"C",152127,"BOGDANA",
36,"TELEORMAN",14,"C",152172,"BOTOROAGA",
36,"TELEORMAN",14,"C",152234,"BRAGADIRU",
36,"TELEORMAN",14,"C",152252,"BRANCENI",
36,"TELEORMAN",14,"C",152270,"BUJORENI",
36,"TELEORMAN",14,"C",152314,"BUJORU",
36,"TELEORMAN",14,"C",152332,"BUZESCU",
36,"TELEORMAN",14,"C",152350,"CALINESTI",
36,"TELEORMAN",14,"C",152412,"CALMATUIU",
36,"TELEORMAN",14,"C",152467,"CALMATUIU DE SUS",
36,"TELEORMAN",14,"C",152500,"CERVENIA",
36,"TELEORMAN",14,"C",152528,"CIOLANESTI",
36,"TELEORMAN",14,"C",151709,"CIUPERCENI",
36,"TELEORMAN",14,"C",152564,"CONTESTI",
36,"TELEORMAN",14,"C",152582,"COSMESTI",
36,"TELEORMAN",14,"C",152617,"CRANGENI",
36,"TELEORMAN",14,"C",152662,"CRANGU",
36,"TELEORMAN",14,"C",151932,"CREVENICU",
36,"TELEORMAN",14,"C",152724,"DIDESTI",
36,"TELEORMAN",14,"C",152760,"DOBROTESTI",
36,"TELEORMAN",14,"C",155109,"DRACEA",
36,"TELEORMAN",14,"C",152797,"DRACSENEI",
36,"TELEORMAN",14,"C",152868,"DRAGANESTI DE  VEDE",
36,"TELEORMAN",14,"C",152902,"DRAGANESTI VLASCA",
36,"TELEORMAN",14,"C",155118,"FANTANELE",
36,"TELEORMAN",14,"C",155127,"FRASINET",
36,"TELEORMAN",14,"C",152993,"FRUMOASA",
36,"TELEORMAN",14,"C",152948,"FURCULESTI",
36,"TELEORMAN",14,"C",153026,"GALATENI",
36,"TELEORMAN",14,"C",153062,"GRATIA",
36,"TELEORMAN",14,"C",151736,"ISLAZ",
36,"TELEORMAN",14,"C",153106,"IZVOARELE",
36,"TELEORMAN",14,"C",153124,"LISA",
36,"TELEORMAN",14,"C",151763,"LITA",
36,"TELEORMAN",14,"C",153151,"LUNCA",
36,"TELEORMAN",14,"C",153240,"MAGURA",
36,"TELEORMAN",14,"C",153277,"MALDAIENI",
36,"TELEORMAN",14,"C",153339,"MARZANESTI",
36,"TELEORMAN",14,"C",153204,"MAVRODIN",
36,"TELEORMAN",14,"C",153295,"MERENI",
36,"TELEORMAN",14,"C",153384,"MOSTENI",
36,"TELEORMAN",14,"C",151816,"NANOV",
36,"TELEORMAN",14,"C",153400,"NASTURELU",
36,"TELEORMAN",14,"C",153437,"NECSESTI",
36,"TELEORMAN",14,"C",154996,"NENCIULESTI",
36,"TELEORMAN",14,"C",153473,"OLTENI",
36,"TELEORMAN",14,"C",153507,"ORBEASCA",
36,"TELEORMAN",14,"C",153543,"PERETU",
36,"TELEORMAN",14,"C",153561,"PIATRA",
36,"TELEORMAN",14,"C",153589,"PIETROSANI",
36,"TELEORMAN",14,"C",153623,"PLOPII SLAVITESTI",
36,"TELEORMAN",14,"C",153605,"PLOSCA",
36,"TELEORMAN",14,"C",153696,"POENI",
36,"TELEORMAN",14,"C",151834,"POROSCHIA",
36,"TELEORMAN",14,"C",155136,"PURANI",
36,"TELEORMAN",14,"C",153829,"PUTINEIU",
36,"TELEORMAN",14,"C",153865,"RADOIESTI",
36,"TELEORMAN",14,"C",153909,"RASMIRESTI",
36,"TELEORMAN",14,"C",153972,"SACENI",
36,"TELEORMAN",14,"C",155145,"SAELELE",
36,"TELEORMAN",14,"C",153936,"SALCIA",
36,"TELEORMAN",14,"C",154308,"SARBENI",
36,"TELEORMAN",14,"C",154013,"SCRIOASTEA",
36,"TELEORMAN",14,"C",154068,"SCURTU MARE",
36,"TELEORMAN",14,"C",154139,"SEACA",
36,"TELEORMAN",14,"C",154184,"SEGARCEA VALE",
36,"TELEORMAN",14,"C",154166,"SFINTESTI",
36,"TELEORMAN",14,"C",154228,"SILISTEA",
36,"TELEORMAN",14,"C",154282,"SILISTEA NOUA",
36,"TELEORMAN",14,"C",154344,"SLOBOZIA MANDRA",
36,"TELEORMAN",14,"C",154380,"SMARDIOASA",
36,"TELEORMAN",14,"C",154415,"STEJARU",
36,"TELEORMAN",14,"C",154497,"STOROBANEASA",
36,"TELEORMAN",14,"C",154460,"SUHAIA",
36,"TELEORMAN",14,"C",154521,"TALPA",
36,"TELEORMAN",14,"C",154585,"TATARASTII DE JOS",
36,"TELEORMAN",14,"C",154665,"TATARASTII DE SUS",
36,"TELEORMAN",14,"C",154834,"TIGANESTI",
36,"TELEORMAN",14,"C",154736,"TRAIAN",
36,"TELEORMAN",14,"C",154754,"TRIVALE MOSTENI",
36,"TELEORMAN",14,"C",154790,"TROIANU",
36,"TELEORMAN",14,"C",155154,"UDA CLOCOCIOV",
36,"TELEORMAN",14,"C",154932,"VARTOAPE",
36,"TELEORMAN",14,"C",154852,"VEDEA",
36,"TELEORMAN",14,"C",154914,"VIISOARA",
36,"TELEORMAN",14,"C",153776,"VITANESTI",
36,"TELEORMAN",14,"C",154978,"ZAMBREASCA",
37,"TIMIS",11,"CJ",350,"CONSILIUL JUDETEAN",
37,"TIMIS",12,"M",155243,"TIMISOARA",
37,"TIMIS",12,"M",155350,"LUGOJ",
37,"TIMIS",13,"O",155403,"BUZIAS",
37,"TIMIS",13,"O",156357,"CIACOVA",
37,"TIMIS",13,"O",155458,"DETA",
37,"TIMIS",13,"O",156801,"FAGET",
37,"TIMIS",13,"O",157086,"GATAIA",
37,"TIMIS",13,"O",155494,"JIMBOLIA",
37,"TIMIS",13,"O",155528,"SANICOLAU MARE",
37,"TIMIS",13,"O",158314,"RECAS",
37,"TIMIS",14,"C",155546,"BALINT",
37,"TIMIS",14,"C",155591,"BANLOC",
37,"TIMIS",14,"C",155662,"BARA",
37,"TIMIS",14,"C",155724,"BEBA VECHE",
37,"TIMIS",14,"C",155760,"BECICHERECUL MIC",
37,"TIMIS",14,"C",155797,"BELINT",
37,"TIMIS",14,"C",155840,"BETHAUSEN",
37,"TIMIS",14,"C",155911,"BILED",
37,"TIMIS",14,"C",159366,"BIRDA",
37,"TIMIS",14,"C",155957,"BIRNA",
37,"TIMIS",14,"C",156035,"BOGDA",
37,"TIMIS",14,"C",156106,"BOLDUR",
37,"TIMIS",14,"C",156151,"BRESTOVAT",
37,"TIMIS",14,"C",159516,"BUCOVAT",
37,"TIMIS",14,"C",156213,"CARPINIS",
37,"TIMIS",14,"C",156259,"CENAD",
37,"TIMIS",14,"C",156277,"CENEI",
37,"TIMIS",14,"C",159375,"CHECEA",
37,"TIMIS",14,"C",156311,"CHEVERESU MARE",
37,"TIMIS",14,"C",156437,"COMLOSU MARE",
37,"TIMIS",14,"C",156473,"COSTEIU",
37,"TIMIS",14,"C",156534,"CRICIOVA",
37,"TIMIS",14,"C",156589,"CURTEA",
37,"TIMIS",14,"C",156623,"DAROVA",
37,"TIMIS",14,"C",156669,"DENTA",
37,"TIMIS",14,"C",159384,"DUDESTII NOI",
37,"TIMIS",14,"C",156712,"DUDESTII VECHI",
37,"TIMIS",14,"C",156767,"DUMBRAVA",
37,"TIMIS",14,"C",155261,"DUMBRAVITA",
37,"TIMIS",14,"C",156927,"FARDEA",
37,"TIMIS",14,"C",159393,"FIBIS",
37,"TIMIS",14,"C",157004,"FOIENI",
37,"TIMIS",14,"C",157031,"GAVOJDIA",
37,"TIMIS",14,"C",159400,"GHILAD",
37,"TIMIS",14,"C",155289,"GHIRODA",
37,"TIMIS",14,"C",157193,"GHIZELA",
37,"TIMIS",14,"C",157246,"GIARMATA",
37,"TIMIS",14,"C",157273,"GIERA",
37,"TIMIS",14,"C",155314,"GIROC",
37,"TIMIS",14,"C",157317,"GIULVAZ",
37,"TIMIS",14,"C",159419,"GOTTLOB",
37,"TIMIS",14,"C",159428,"IECEA MARE",
37,"TIMIS",14,"C",157362,"JAMU MARE",
37,"TIMIS",14,"C",157424,"JEBEL",
37,"TIMIS",14,"C",157451,"LENAUHEIM",
37,"TIMIS",14,"C",157497,"LIEBLING",
37,"TIMIS",14,"C",159491,"LIVEZILE",
37,"TIMIS",14,"C",157530,"LOVRIN",
37,"TIMIS",14,"C",157736,"MANASTUR",
37,"TIMIS",14,"C",157585,"MARGINA",
37,"TIMIS",14,"C",157683,"MASLOC",
37,"TIMIS",14,"C",157781,"MORAVITA",
37,"TIMIS",14,"C",157834,"MOSNITA NOUA",
37,"TIMIS",14,"C",157898,"NADRAG",
37,"TIMIS",14,"C",157923,"NITCHIDORF",
37,"TIMIS",14,"C",157969,"OHABA LUNGA",
37,"TIMIS",14,"C",158010,"ORTISOARA",
37,"TIMIS",14,"C",159525,"OTELEC",
37,"TIMIS",14,"C",159446,"PADURENI",
37,"TIMIS",14,"C",159437,"PARTA",
37,"TIMIS",14,"C",158065,"PECIU NOU",
37,"TIMIS",14,"C",158109,"PERIAM",
37,"TIMIS",14,"C",159507,"PESAC",
37,"TIMIS",14,"C",158136,"PIETROASA",
37,"TIMIS",14,"C",158181,"PISCHIA",
37,"TIMIS",14,"C",158243,"RACOVITA",
37,"TIMIS",14,"C",158396,"REMETEA MARE",
37,"TIMIS",14,"C",158564,"SACALAZ",
37,"TIMIS",14,"C",158449,"SACOSU TURCESC",
37,"TIMIS",14,"C",158779,"SAG",
37,"TIMIS",14,"C",158653,"SANANDREI",
37,"TIMIS",14,"C",159464,"SANDRA",
37,"TIMIS",14,"C",158699,"SANMIHAIU ROMAN",
37,"TIMIS",14,"C",159455,"SARAVALE",
37,"TIMIS",14,"C",158528,"SATCHINEZ",
37,"TIMIS",14,"C",158608,"SECAS",
37,"TIMIS",14,"C",158733,"SINPETRU MARE",
37,"TIMIS",14,"C",158804,"STIUCA",
37,"TIMIS",14,"C",158859,"TEREMIA MARE",
37,"TIMIS",14,"C",158895,"TOMESTI",
37,"TIMIS",14,"C",159473,"TOMNATIC",
37,"TIMIS",14,"C",158966,"TOPOLOVATU MARE",
37,"TIMIS",14,"C",159035,"TORMAC",
37,"TIMIS",14,"C",159071,"TRAIAN VUIA",
37,"TIMIS",14,"C",159142,"UIVAR",
37,"TIMIS",14,"C",159259,"V.V.DELAMARINA",
37,"TIMIS",14,"C",159482,"VALCANI",
37,"TIMIS",14,"C",159213,"VARIAS",
37,"TIMIS",14,"C",159339,"VOITEG",
38,"TULCEA",11,"CJ",369,"CONSILIUL JUDETEAN",
38,"TULCEA",12,"M",159614,"MUNICIPIUL TULCEA",
38,"TULCEA",13,"O",159650,"BABADAG",
38,"TULCEA",13,"O",159687,"ISACCEA",
38,"TULCEA",13,"O",159730,"MACIN",
38,"TULCEA",13,"O",159767,"SULINA",
38,"TULCEA",14,"C",159785,"BAIA",
38,"TULCEA",14,"C",159847,"BEIDAUD",
38,"TULCEA",14,"C",161552,"BESTEPE",
38,"TULCEA",14,"C",159883,"C.A.ROSETTI",
38,"TULCEA",14,"C",159945,"CARCALIU",
38,"TULCEA",14,"C",159963,"CASIMCEA",
38,"TULCEA",14,"C",160092,"CEAMURLIA DE JOS",
38,"TULCEA",14,"C",160047,"CEATALCHIOI",
38,"TULCEA",14,"C",160127,"CERNA",
38,"TULCEA",14,"C",160172,"CHILIA VECHE",
38,"TULCEA",14,"C",160225,"CIUCUROVA",
38,"TULCEA",14,"C",160261,"CRISAN",
38,"TULCEA",14,"C",160305,"DAENI",
38,"TULCEA",14,"C",160323,"DOROBANTU",
38,"TULCEA",14,"C",160387,"FRECATEI",
38,"TULCEA",14,"C",160430,"GRECI",
38,"TULCEA",14,"C",160458,"GRINDU",
38,"TULCEA",14,"C",160476,"HAMCEARCA",
38,"TULCEA",14,"C",160528,"HORIA",
38,"TULCEA",14,"C",160564,"IZVOARELE",
38,"TULCEA",14,"C",161525,"I.C.BRATIANU",
38,"TULCEA",14,"C",160617,"JIJILA",
38,"TULCEA",14,"C",160644,"JURILOVCA",
38,"TULCEA",14,"C",160680,"LUNCAVITA",
38,"TULCEA",14,"C",160724,"MAHMUDIA",
38,"TULCEA",14,"C",160779,"MALIUC",
38,"TULCEA",14,"C",160831,"MIHAI BRAVU",
38,"TULCEA",14,"C",160877,"M.KOGALNICEANU",
38,"TULCEA",14,"C",160911,"MURIGHIOL",
38,"TULCEA",14,"C",160993,"NALBANT",
38,"TULCEA",14,"C",161035,"NICULITEL",
38,"TULCEA",14,"C",161053,"NUFARU",
38,"TULCEA",14,"C",161106,"OSTROV",
38,"TULCEA",14,"C",161133,"PARDINA",
38,"TULCEA",14,"C",161151,"PECENEAGA",
38,"TULCEA",14,"C",161179,"SARICHIOI",
38,"TULCEA",14,"C",161231,"SF.GHEORGHE",
38,"TULCEA",14,"C",161259,"SLAVA CERCHEZA",
38,"TULCEA",14,"C",161286,"SMARDAN",
38,"TULCEA",14,"C",161302,"SOMOVA",
38,"TULCEA",14,"C",161348,"STEJARU",
38,"TULCEA",14,"C",161384,"TOPOLOG",
38,"TULCEA",14,"C",161464,"TURCOAIA",
38,"TULCEA",14,"C",161482,"VALEA NUCARILOR",
38,"TULCEA",14,"C",161561,"VALEA TEILOR",
38,"TULCEA",14,"C",161543,"VACARENI",
